iter	RMSE
277	0.5122595206
278	0.5112605525
279	0.5097251127
280	0.5084488619
281	0.5075175249
282	0.5059966802
283	0.5053804016
284	0.5043495639
285	0.5033098125
286	0.5020540841
287	0.5011328196
288	0.4991607909
289	0.4981182699
290	0.4972007401
291	0.4957821143
292	0.4948598352
293	0.4938628286
294	0.492142514
295	0.4912455819
296	0.4895844367
297	0.4871975572
298	0.4858886491
299	0.4848156969
300	0.483490551
301	0.4823946585
302	0.4815920871
303	0.4806129442
304	0.4796634176
305	0.4788995397
306	0.4766567575
307	0.475899958
308	0.4746391359
309	0.47349173
310	0.4729331718
311	0.4722421611
312	0.471011499
313	0.4701047211
314	0.4693303856
315	0.4683343909
316	0.4668160563
317	0.4660205044
318	0.4645906451
319	0.4629083669
320	0.4620875124
321	0.4611250634
322	0.4597685101
323	0.4585102268
324	0.4578874812
325	0.4571314649
326	0.4551654415
327	0.4542343148
328	0.4536408773
329	0.4525445542
330	0.4516896786
331	0.4503867477
332	0.4484209673
333	0.4470296145
334	0.446308945
335	0.4449582442
336	0.4436845296
337	0.44220323
338	0.4416917059
339	0.4409124454
340	0.4400374809
341	0.4389606012
342	0.4377461109
343	0.4370202669
344	0.4365936305
345	0.4356342164
346	0.4351134718
347	0.434610787
348	0.4330549241
349	0.4326411438
350	0.431957729
351	0.430458832
352	0.4289636424
353	0.4272047614
354	0.4267319609
355	0.4258592753
356	0.4248551653
357	0.4239035982
358	0.4222326684
359	0.42108555
360	0.4200357138
361	0.4196867472
362	0.4190780346
363	0.4175681803
364	0.415549252
365	0.4142624675
366	0.4129336636
367	0.4123580824
368	0.4116661032
369	0.4110403909
370	0.4096582086
371	0.4093322532
372	0.40852466
373	0.4071071628
374	0.4058637538
375	0.405004402
376	0.4041483408
377	0.4033282143
378	0.4022195665
379	0.4011673005
380	0.4002440658
381	0.3996424379
382	0.3989628677
383	0.3977903024
384	0.396812394
385	0.3955697376
386	0.3950350704
387	0.3937091342
388	0.3923775976
389	0.391551076
390	0.3910723169
391	0.3904911196
392	0.3899344187
393	0.389389655
394	0.3880273159
395	0.3862999639
396	0.3854822211
397	0.384079388
398	0.3825595612
399	0.3819365983
400	0.3805896801
401	0.3797541968
402	0.3783614519
403	0.3770710373
404	0.3759491934
405	0.3752529918
406	0.37482796
407	0.373445616
408	0.3729532157
409	0.3726617048
410	0.3716614937
411	0.3710949713
412	0.3698893037
413	0.3693497199
414	0.3680114166
415	0.3670061974
416	0.3658413718
417	0.3643473007
418	0.363311307
419	0.361947501
420	0.3603461187
421	0.3595651781
422	0.358672537
423	0.3572587015
424	0.3564089053
425	0.3554050384
426	0.3548225056
427	0.3535423795
428	0.352731715
429	0.3522464977
430	0.3515351649
431	0.3506310968
432	0.3496182806
433	0.3489960622
434	0.3481981727
435	0.347239846
436	0.3461862283
437	0.3455712477
438	0.3443722391
439	0.3435806145
440	0.3423969934
441	0.3414584536
442	0.3411422006
443	0.3403602915
444	0.3398883203
445	0.3390901446
446	0.3386337141
447	0.3378025277
448	0.337006531
449	0.3363141605
450	0.3357325681
451	0.3348102735
452	0.3341935951
453	0.3333369788
454	0.3327348291
455	0.3319150711
456	0.3310583497
457	0.3300575683
458	0.3293075838
459	0.3282397549
460	0.3277974063
461	0.3270588615
462	0.3258385126
463	0.3249147323
464	0.3237831965
465	0.3231710885
466	0.3221880249
467	0.3214219098
468	0.3208377518
469	0.3199296107
470	0.3193712485
471	0.3189378949
472	0.3180447291
473	0.3170800245
474	0.3167135658
475	0.3157732911
476	0.3153176582
477	0.3146663098
478	0.3139427014
479	0.3129497605
480	0.3120706636
481	0.3114804203
482	0.3110756541
483	0.3100660061
484	0.3093623093
485	0.3081471565
486	0.3074612941
487	0.3065234843
488	0.3061269019
489	0.3052775913
490	0.3041559562
491	0.3036077696
492	0.3027834524
493	0.3019450435
494	0.3012821143
495	0.3009576728
496	0.3002670082
497	0.299668986
498	0.2990156096
499	0.2986696723
500	0.2977251919
501	0.2972340652
502	0.2964720576
503	0.2958063005
504	0.2948029402
505	0.2942193098
506	0.2934796114
507	0.2926666608
508	0.2922046489
509	0.2919579211
510	0.2912310703
511	0.290235332
512	0.2894139142
513	0.2885381541
514	0.2882841397
515	0.2879033796
516	0.287288475
517	0.2866166449
518	0.286084367
519	0.2855219222
520	0.2850520902
521	0.2843750938
522	0.2838353091
523	0.2832415811
524	0.2824407209
525	0.2818496751
526	0.2815225659
527	0.2811626703
528	0.280808688
529	0.2805539269
530	0.2800796313
531	0.2796457391
532	0.2789276605
533	0.2783512115
534	0.2776642386
535	0.2772424427
536	0.2767246016
537	0.2760387713
538	0.2753282026
539	0.2746156558
540	0.2741162672
541	0.2737552049
542	0.2734402886
543	0.2726661175
544	0.2718903421
545	0.2711125423
546	0.2706021585
547	0.2700021154
548	0.2694725972
549	0.2689707381
550	0.2685345093
551	0.2683269085
552	0.2675835182
553	0.2668880781
554	0.2665926846
555	0.26601539
556	0.2656511017
557	0.265453783
558	0.2648138982
559	0.2642379515
560	0.2634028461
561	0.2628701818
562	0.2625008106
563	0.2620224415
564	0.261699887
565	0.2615154923
566	0.2609428828
567	0.260798992
568	0.2600939455
569	0.2596274924
570	0.2591662325
571	0.2585629165
572	0.2580111711
573	0.2575243092
574	0.2572777809
575	0.2567565655
576	0.2563912832
577	0.2558183249
578	0.2553152532
579	0.2548391664
580	0.2546564906
581	0.2539758028
582	0.2534798901
583	0.2530003625
584	0.2522212481
585	0.2518228792
586	0.2517020468
587	0.2509645113
588	0.2505463933
589	0.25004329
590	0.2496332938
591	0.2491606039
592	0.2488610487
593	0.248345993
594	0.2479930626
595	0.2475070458
596	0.2469262744
597	0.2462086177
598	0.2460465647
599	0.2457954818
600	0.2453345367
601	0.244704078
602	0.2442163679
603	0.2436048427
604	0.2430332428
605	0.2424868491
606	0.241843379
607	0.2412842468
608	0.240888572
609	0.2406112534
610	0.2401770188
611	0.2398677835
612	0.2392410038
613	0.2387288315
614	0.2384954901
615	0.2380362727
616	0.2375168812
617	0.2369005292
618	0.2367454695
619	0.2365997511
620	0.2360258014
621	0.235481983
622	0.235140754
623	0.2344747549
624	0.2341531893
625	0.2336842417
626	0.2335247409
627	0.2332784786
628	0.2330001183
629	0.2325870224
630	0.2322820923
631	0.2319501094
632	0.2312681983
633	0.2309531206
634	0.2306173497
635	0.2302646437
636	0.2297668609
637	0.2291063184
638	0.2287149874
639	0.2285704901
640	0.22823523
641	0.2278033619
642	0.2271825981
643	0.2267486185
644	0.2266332932
645	0.2262645191
646	0.2258641287
647	0.2255841284
648	0.2253395057
649	0.2249430744
650	0.2245307991
651	0.2240486965
652	0.2235753702
653	0.2231828298
654	0.2226094474
655	0.2221924215
656	0.2217311173
657	0.2211066733
658	0.2205373309
659	0.2203986805
660	0.2202724323
661	0.2200393409
662	0.2195320548
663	0.2191500529
664	0.2186613127
665	0.2182933793
666	0.2177475294
667	0.2173917761
668	0.2168193604
669	0.2167347792
670	0.2162420919
671	0.2160027884
672	0.2158966924
673	0.2153138048
674	0.2149905766
675	0.2145532622
676	0.2142235938
677	0.2140969161
678	0.2138293771
679	0.2134576367
680	0.2130843933
681	0.2126754118
682	0.2123037804
683	0.2119480259
684	0.2117004654
685	0.2115994724
686	0.2112642768
687	0.2108296954
688	0.2105006488
689	0.2102139684
690	0.2098432322
691	0.2094873161
692	0.2090106974
693	0.2086819316
694	0.2083992661
695	0.2080126093
696	0.2078788652
697	0.2074925927
698	0.2074134602
699	0.2069864935
700	0.206660022
701	0.2062309813
702	0.2059381932
703	0.2055349063
704	0.2052405275
705	0.2048047747
706	0.2046369091
707	0.2044022198
708	0.2040923996
709	0.2037192477
710	0.2033311798
711	0.2030872686
712	0.2025807929
713	0.2023108904
714	0.2019173516
715	0.2015639728
716	0.201266046
717	0.2008246052
718	0.2003708305
719	0.2000807144
720	0.1996712166
721	0.1992418512
722	0.1987618799
723	0.1983596587
724	0.1981091413
725	0.197737151
726	0.1974990681
727	0.1971338445
728	0.1967396045
729	0.1962784723
730	0.1961675617
731	0.1960282733
732	0.1957122283
733	0.195355612
734	0.1950266509
735	0.1949117532
736	0.1944862223
737	0.194087645
738	0.1937040593
739	0.1935363471
740	0.1930329315
741	0.1926752351
742	0.1925437157
743	0.1922429783
744	0.1918711132
745	0.1915720138
746	0.1913320486
747	0.1910535805
748	0.1906333846
749	0.1904534281
750	0.1901307076
751	0.1898727982
752	0.1897547677
753	0.1894809339
754	0.1893845206
755	0.1890347384
756	0.1888288445
757	0.18847143
758	0.1879726548
759	0.1877075996
760	0.1874788326
761	0.1874178392
762	0.1870953173
763	0.186815302
764	0.1864332678
765	0.1863303432
766	0.1860524008
767	0.1858675776
768	0.1856510534
769	0.1852472598
770	0.1849514204
771	0.1846632556
772	0.1842069194
773	0.183844609
774	0.1837866801
775	0.1835932679
776	0.183409458
777	0.1833070443
778	0.1831198376
779	0.1829645009
780	0.1826444793
781	0.182475877
782	0.1821906032
783	0.1818292938
784	0.1816006348
785	0.1812219679
786	0.1811676367
787	0.1808814486
788	0.1807386564
789	0.1804902291
790	0.1801664434
791	0.1799087426
792	0.1796308956
793	0.179551525
794	0.1793448385
795	0.1791086773
796	0.1788471093
797	0.1786083334
798	0.1782964018
799	0.1780455032
800	0.1779247818
801	0.1778041441
802	0.1776805623
803	0.1776373218
804	0.1773650334
805	0.1772956182
806	0.1770001948
807	0.1766929238
808	0.1764335187
809	0.176172291
810	0.1757647282
811	0.1755064004
812	0.1753095631
813	0.1752540573
814	0.1752056279
815	0.1748188257
816	0.1745508819
817	0.1743416348
818	0.1740608497
819	0.1737657827
820	0.1734729933
821	0.1731305684
822	0.1730062925
823	0.1729530694
824	0.1726011079
825	0.1723616405
826	0.1721316639
827	0.1717332581
828	0.1715062766
829	0.1710962522
830	0.1709554376
831	0.1706195837
832	0.1703519871
833	0.1702407302
834	0.1700644278
835	0.1699323413
836	0.1696961965
837	0.169421953
838	0.1690723032
839	0.1687063702
840	0.1683855719
841	0.1681402298
842	0.1679499458
843	0.167899604
844	0.1676142636
845	0.167414805
846	0.1671980214
847	0.1669685252
848	0.1667043088
849	0.1664311724
850	0.1661638928
851	0.1660690471
852	0.165930994
853	0.1656360168
854	0.1653676152
855	0.1651612997
856	0.1649318003
857	0.1648865445
858	0.1646491388
859	0.1644142162
860	0.1641274013
861	0.1640890522
862	0.1638785701
863	0.163652489
864	0.16350187
865	0.1631713067
866	0.1629551541
867	0.1627488368
868	0.1625867504
869	0.162456949
870	0.162244353
871	0.1619337908
872	0.1618642072
873	0.1616209989
874	0.1613403501
875	0.1610217584
876	0.1609577353
877	0.1607028542
878	0.1606599669
879	0.160427204
880	0.1602235027
881	0.1599415837
882	0.1598930325
883	0.1597709317
884	0.1597276365
885	0.1595502
886	0.1592409485
887	0.1589889331
888	0.1588066481
889	0.1585937997
890	0.1582634217
891	0.1582284536
892	0.1580249417
893	0.1578236763
894	0.1575820936
895	0.1575433957
896	0.1572477316
897	0.1570256671
898	0.1567864971
899	0.1565283114
900	0.1563434099
901	0.1561747712
902	0.1558577633
903	0.1556891683
904	0.1555728229
905	0.1553594956
906	0.1551733794
907	0.1549925433
908	0.1549107168
909	0.1546643127
910	0.1545749616
911	0.1543844785
912	0.1539993853
913	0.1537688502
914	0.1537132553
915	0.153418736
916	0.1531756842
917	0.1529541976
918	0.1526662584
919	0.1524695066
920	0.1522064258
921	0.1520236535
922	0.1518391652
923	0.1516049677
924	0.1514440065
925	0.1512268509
926	0.1510479593
927	0.1509319479
928	0.1507450704
929	0.1506555926
930	0.1503612451
931	0.150039068
932	0.1499178627
933	0.1498811887
934	0.1497069343
935	0.1494266955
936	0.1492411309
937	0.1490175201
938	0.1489608761
939	0.1487353216
940	0.1484629061
941	0.1482849061
942	0.1480226377
943	0.1479883128
944	0.1476609613
945	0.1473695202
946	0.147133772
947	0.1468736379
948	0.1466904755
949	0.146567506
950	0.1464912889
951	0.1462843292
952	0.1460988634
953	0.1460143986
954	0.145983919
955	0.14589912
956	0.1457797214
957	0.14558823
958	0.1453991888
959	0.1453700001
960	0.1451735743
961	0.14503668
962	0.1448874799
963	0.1447120766
964	0.1445482033
965	0.1443786732
966	0.1443480935
967	0.1442927314
968	0.1441181926
969	0.1438106494
970	0.1435781586
971	0.1433550258
972	0.1431795858
973	0.1430249936
974	0.1427864857
975	0.1425180053
976	0.1423339827
977	0.1421761611
978	0.14204593
979	0.1417805184
980	0.1417499891
981	0.1415771693
982	0.1413686839
983	0.1410507094
984	0.1408032035
985	0.1406335303
986	0.1404041319
987	0.1401398009
988	0.1399255973
989	0.1398123082
990	0.1397069622
991	0.139509832
992	0.1391750804
993	0.1390819412
994	0.1388414275
995	0.1387205475
996	0.1384351291
997	0.1382647365
998	0.1381082791
999	0.1379669925
